contrato_id;fecha_desembolso;tipo_contrato;tipo_credito;motivo_prestamo;canal_originacion;zona;tipo_inmueble;valor_inmueble_soles;vive_en_inmueble;loan_amount_soles;ltv;plazo_meses;tasa_tea_ofertada;descuento_negociacion_pp;tasa_tea_final;cuota_mensual_soles;ratio_cuota_ingreso;edad;genero;estado_civil;sector_laboral;antiguedad_laboral_anios;ingreso_neto_mensual;score_crediticio;numero_cuentas_activas;deuda_total_sistema_soles;ratio_deuda_ingreso;numero_dependientes;tiene_garantia_adicional;fecha_cancelacion;motivo_cancelacion;duracion_efectiva_meses;meses_transcurridos;max_dias_atraso;meses_con_atraso;par60;estado_credito;prepago;refinanciado;atraso_m001;atraso_m002;atraso_m003;atraso_m004;atraso_m005;atraso_m006;atraso_m007;atraso_m008;atraso_m009;atraso_m010;atraso_m011;atraso_m012;atraso_m013;atraso_m014;atraso_m015;atraso_m016;atraso_m017;atraso_m018;atraso_m019;atraso_m020;atraso_m021;atraso_m022;atraso_m023;atraso_m024;atraso_m025;atraso_m026;atraso_m027;atraso_m028;atraso_m029;atraso_m030;atraso_m031;atraso_m032;atraso_m033;atraso_m034;atraso_m035;atraso_m036;atraso_m037;atraso_m038;atraso_m039;atraso_m040;atraso_m041;atraso_m042;atraso_m043;atraso_m044;atraso_m045;atraso_m046;atraso_m047;atraso_m048;atraso_m049;atraso_m050;atraso_m051;atraso_m052;atraso_m053;atraso_m054;atraso_m055;atraso_m056;atraso_m057;atraso_m058;atraso_m059;atraso_m060;atraso_m061;atraso_m062;atraso_m063;atraso_m064;atraso_m065;atraso_m066;atraso_m067;atraso_m068;atraso_m069;atraso_m070;atraso_m071;atraso_m072;atraso_m073;atraso_m074;atraso_m075;atraso_m076;atraso_m077;atraso_m078;atraso_m079;atraso_m080;atraso_m081;atraso_m082;atraso_m083;atraso_m084;atraso_m085;atraso_m086;atraso_m087;atraso_m088;atraso_m089;atraso_m090;atraso_m091;atraso_m092;atraso_m093;atraso_m094;atraso_m095;atraso_m096;atraso_m097;atraso_m098;atraso_m099;atraso_m100;atraso_m101;atraso_m102;atraso_m103;atraso_m104;atraso_m105;atraso_m106;atraso_m107;atraso_m108;atraso_m109;atraso_m110;atraso_m111;atraso_m112;atraso_m113;atraso_m114;atraso_m115;atraso_m116;atraso_m117;atraso_m118;atraso_m119;atraso_m120
PGH-02116;28/08/2021;cuota fija;RYA;Libre disponibilidad;Digital;Arequipa;Departamento;295704;1;166000;0.5617;120;13.28;0.75;12.53;2432.75;0.3214;41;F;Viudo/a;Dependiente privado;1.4;7568.26;675;1;38301.59;0.4217;3;1;;;34.6;34;10;2;0;Atraso leve;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02117;28/08/2021;cuota fija;NOR;Libre disponibilidad;Digital;Lima Norte;Departamento;311526;1;79000;0.2539;60;13.14;0;13.14;1803.16;1.1562;24;F;Conviviente;Independiente informal;13.2;1559.49;589;1;30242.81;1.6161;0;0;;;34.6;34;30;10;0;Atraso leve;0;0;0;0;0;5;0;30;18;15;11;30;30;17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02118;29/08/2021;cuota fija;NOR;Capital de trabajo;Digital;Lima Norte;Local Comercial;471345;1;169000;0.3596;60;9.8;0.25;9.55;3553.45;1.9008;35;F;Casado/a;Dependiente privado;7.9;1869.43;850;7;8255.97;0.368;0;1;;;34.5;34;30;6;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;30;16;7;0;0;0;0;5;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02119;29/08/2021;cuota fija;NOR;Construcción/Remodelación;Digital;Lima Norte;Departamento;419254;1;258000;0.6165;48;10.64;0.25;10.39;6591.97;1.8714;37;M;Soltero/a;Dependiente privado;13.6;3522.53;796;4;16612.9;0.393;2;0;;;34.5;34;5;3;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02120;29/08/2021;cuota mixta;NOR;Consolidación de deudas;Presencial;Lima Norte;Departamento;391992;1;118000;0.3004;72;14.53;0;14.53;2465.09;1.146;30;M;Casado/a;Dependiente público;11.8;2151.11;523;1;22351.92;0.8659;1;0;;;34.5;34;90;21;0.1765;Atraso severo;0;0;1;0;0;0;0;0;10;7;90;79;79;79;79;69;58;57;50;50;50;37;25;21;14;8;3;0;0;0;0;0;10;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02121;31/08/2021;cuota mixta;NOR;Consolidación de deudas;Digital;Lima Este;Departamento;946996;0;265000;0.2802;72;10.22;0;10.22;4938.8;1.5268;51;M;Soltero/a;Dependiente público;23.5;3234.8;749;4;38692.4;0.9968;3;1;30/06/2024;Refinanciamiento interno;34.5;34;0;0;0;Al día;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02122;31/08/2021;cuota mixta;NOR;Consolidación de deudas;Digital;Lima Este;Departamento;909975;1;491000;0.5391;12;15.41;0;15.41;44411.88;36.6674;39;M;Conviviente;Dependiente privado;23.5;1211.21;510;3;6055.85;0.4167;3;0;26/08/2022;Cumplimiento de plazo;12;12;30;6;0;Atraso leve;0;0;0;30;27;18;17;16;14;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02123;31/08/2021;cuota puente;RYA;Construcción/Remodelación;Presencial;Arequipa;Casa;586440;1;282000;0.4814;96;12;0.25;11.75;4544.65;0.8388;26;F;Casado/a;Dependiente privado;7.3;5418.16;671;8;65077.25;1.0009;2;0;;;34.5;34;30;4;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;24;14;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02124;2/09/2021;cuota fija;RYA;Consolidación de deudas;Digital;Callao;Departamento;349613;1;223000;0.6382;120;13.95;0;13.95;3455.74;0.7625;22;M;Casado/a;Dependiente privado;14;4532.26;643;1;21122.88;0.3884;0;1;;;34.4;34;1;2;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02125;2/09/2021;cuota fija;RYA;Libre disponibilidad;Presencial;Lima Este;Departamento;355911;0;163000;0.4589;60;13.7;0;13.7;3767.42;1.2024;56;M;Casado/a;Independiente formal;23.7;3133.3;582;4;74850.6;1.9907;4;0;;;34.4;34;30;18;0;Atraso leve;0;0;0;0;0;0;10;1;0;0;10;7;2;2;2;0;0;0;0;0;0;0;10;10;1;10;10;8;5;3;0;0;10;3;0;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02126;2/09/2021;cuota mixta;NOR;Capital de trabajo;Digital;Lima Centro;Departamento;626631;1;364000;0.5806;36;13.48;0.25;13.23;12304.96;2.2305;37;F;Soltero/a;Dependiente privado;12.1;5516.78;636;4;99770.87;1.5071;2;0;;;34.4;34;10;4;0;Atraso leve;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02127;3/09/2021;cuota fija;NOR;Adquisición de activos;Digital;Lima Moderna;Oficina;151238;1;99000;0.6531;60;11.5;0;11.5;2177.27;0.2198;60;M;Viudo/a;Independiente formal;15.6;9904.36;665;6;185194;1.5582;1;1;;;34.4;34;1;2;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02128;4/09/2021;cuota puente;NOR;Construcción/Remodelación;Digital;Trujillo;Casa;183406;0;138000;0.7511;72;14.29;0.5;13.79;2828.1;0.5078;36;F;Casado/a;Dependiente privado;23.3;5569.17;692;2;111740.86;1.672;2;0;21/04/2024;Castigo / recuperación judicial;32;34;120;13;0.2941;Deteriorado;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;120;120;115;102;102;101;89;74;71;61;52;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02129;5/09/2021;cuota fija;NOR;Construcción/Remodelación;Presencial;Piura;Casa;141375;0;75000;0.53;72;16.05;0.25;15.8;1618.64;1.8546;38;F;Casado/a;Independiente informal;23.8;872.75;515;7;2978.72;0.2844;1;0;;;34.3;34;60;13;0;Atraso moderado;0;0;0;0;30;21;19;10;2;0;0;10;6;0;0;0;0;0;0;5;4;4;0;0;0;0;5;0;0;0;0;0;0;0;5;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02130;5/09/2021;cuota fija;NOR;Capital de trabajo;Digital;Lima Sur;Casa;371490;0;242000;0.6514;36;13.14;0.5;12.64;8112.04;4.0581;39;F;Casado/a;Dependiente privado;20.2;1998.99;681;1;6618.2;0.2759;3;0;;;34.3;34;1;1;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02131;5/09/2021;cuota mixta;NOR;Capital de trabajo;Digital;Cusco;Departamento;80000;1;33000;0.4088;84;14.54;0;14.54;628.31;0.4065;57;M;Casado/a;Independiente informal;24.3;1545.63;591;2;27987.89;1.509;1;0;30/06/2024;Refinanciamiento interno;34.3;34;10;3;0;Atraso leve;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02132;5/09/2021;cuota puente;NOR;Capital de trabajo;Digital;Lima Moderna;Casa;581100;0;436000;0.7509;60;13.54;0;13.54;10041.28;2.467;56;F;Soltero/a;Dependiente público;22.7;4070.23;656;8;15553.62;0.3184;1;1;;;34.3;34;30;11;0;Atraso leve;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;10;1;30;28;14;12;1;0;5;0;10;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02133;5/09/2021;cuota fija;NOR;Construcción/Remodelación;Digital;Lima Sur;Oficina;690102;1;278000;0.4025;48;11.61;0;11.61;7267.69;0.5412;58;M;Casado/a;Empresario;21.9;13428.32;666;4;244003.86;1.5142;0;0;;;34.3;34;90;14;0.1765;Atraso severo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;88;79;78;69;69;55;44;37;37;37;23;14;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02134;5/09/2021;cuota fija;NOR;Construcción/Remodelación;Digital;Lima Este;Departamento;303631;1;126000;0.4144;60;12.62;0;12.62;2842.44;1.5699;28;M;Casado/a;Independiente informal;6.7;1810.58;619;4;23191.84;1.0674;1;0;;;34.3;34;30;8;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;1;0;0;0;0;0;0;30;27;15;7;0;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02135;6/09/2021;cuota fija;RYA;Libre disponibilidad;Digital;Lima Sur;Oficina;329934;0;92000;0.2778;60;10.03;0.25;9.78;1944.78;0.8037;42;F;Casado/a;Dependiente privado;5.9;2419.84;711;1;8172.8;0.2815;1;0;;;34.3;34;90;14;0.0882;Atraso severo;0;0;30;26;18;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;76;70;55;54;54;45;32;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02136;7/09/2021;cuota mixta;NOR;Libre disponibilidad;Presencial;Cusco;Casa;230466;1;117000;0.5075;72;13.03;0.5;12.53;2319.75;0.847;29;M;Casado/a;Dependiente privado;1.2;2738.8;641;5;6875.55;0.2092;2;0;;;34.2;34;30;7;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;0;0;0;0;0;0;1;0;0;0;0;0;30;29;16;4;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02137;7/09/2021;cuota fija;NOR;Consolidación de deudas;Digital;Lima Sur;Local Comercial;208560;1;33000;0.1587;120;13.95;0.25;13.7;506.44;0.0676;22;M;Casado/a;Dependiente privado;13.9;7496.61;564;1;19240.03;0.2139;1;0;;;34.2;34;60;12;0;Atraso moderado;0;0;0;0;0;0;0;0;0;60;58;44;37;28;26;16;14;10;3;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02138;7/09/2021;cuota mixta;RYA;Capital de trabajo;Digital;Lima Norte;Departamento;610161;1;334000;0.5472;36;9.68;1;8.68;10571.44;5.3879;38;M;Casado/a;Dependiente privado;7.2;1962.08;754;5;25819.11;1.0966;2;0;6/03/2022;Mejora de liquidez;6;34;10;3;0;Atraso leve;1;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02139;11/09/2021;cuota puente;NOR;Adquisición de activos;Digital;Otras Regiones;Departamento;459047;0;245000;0.5345;120;14.19;0.25;13.94;3795.19;0.8858;45;M;Divorciado/a;Dependiente privado;13.2;4284.27;609;4;1457.05;0.0283;2;0;;;34.1;34;60;13;0;Atraso moderado;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;1;0;0;0;60;60;47;34;33;29;27;13;11;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02140;12/09/2021;cuota mixta;NOR;Adquisición de activos;Presencial;Callao;Departamento;371163;1;128000;0.346;12;10.2;0;10.2;11265.14;2.1964;24;M;Soltero/a;Dependiente público;4;5128.98;696;5;106789.31;1.7351;1;1;9/06/2022;Venta del inmueble;9;12;0;0;0;Al día;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02141;12/09/2021;cuota mixta;NOR;Consolidación de deudas;Digital;Callao;Oficina;472519;1;248000;0.5248;36;14.44;0.5;13.94;8468.83;2.4724;45;M;Divorciado/a;Dependiente privado;5.5;3425.39;594;7;67922.06;1.6524;1;0;;;34.1;34;30;13;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;27;20;18;6;30;27;15;7;2;1;0;0;0;0;0;0;0;0;0;30;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02142;12/09/2021;cuota mixta;NOR;Construcción/Remodelación;Digital;Lima Norte;Departamento;244689;1;52000;0.2124;108;10.89;0;10.89;757.39;0.2187;44;M;Soltero/a;Independiente formal;10.2;3463.08;665;6;32005.16;0.7702;3;0;;;34.1;34;1;1;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02143;12/09/2021;cuota fija;NOR;Capital de trabajo;Digital;Piura;Departamento;526128;1;178000;0.3374;96;12.95;0;12.95;2986.72;1.9283;32;M;Soltero/a;Dependiente público;15.6;1548.91;645;1;16092.45;0.8658;2;0;;;34.1;34;10;3;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02144;13/09/2021;cuota mixta;RYA;Construcción/Remodelación;Digital;Lima Centro;Casa;413208;0;152000;0.3671;12;9.57;0.25;9.32;13315.19;1.4976;28;F;Casado/a;Dependiente privado;9.3;8890.78;694;5;129424.21;1.2131;1;1;8/09/2022;Cumplimiento de plazo;12;12;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02145;14/09/2021;cuota puente;RYA;Consolidación de deudas;Digital;Lima Sur;Casa;714607;1;471000;0.6593;120;11.96;1;10.96;6477.37;0.7497;42;M;Casado/a;Dependiente público;14.6;8640.06;743;1;138681.22;1.3376;4;1;;;34;34;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02146;14/09/2021;cuota mixta;NOR;Adquisición de activos;Digital;Lima Sur;Casa;304046;1;157000;0.5178;96;13.02;0.25;12.77;2618.58;0.7512;36;F;Soltero/a;Independiente formal;0.6;3485.94;609;5;65912.97;1.5757;0;0;;;34;34;120;19;0.2353;Deteriorado;0;0;0;0;0;10;0;0;0;120;116;101;100;92;90;77;62;58;47;39;24;16;14;14;2;0;0;5;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02147;14/09/2021;cuota puente;NOR;Construcción/Remodelación;Digital;Lima Moderna;Oficina;269677;0;157000;0.5824;84;10.85;0.5;10.35;2634.87;0.528;38;F;Soltero/a;Independiente formal;22.4;4990.39;746;4;99091.74;1.6547;1;0;;;34;34;10;3;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02148;15/09/2021;cuota fija;NOR;Consolidación de deudas;Digital;Lima Norte;Terreno;169939;1;37000;0.217;72;10.38;0;10.38;692.57;0.3556;45;F;Casado/a;Independiente formal;7.1;1947.36;751;2;2829.9;0.1211;3;0;;;34;33;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02149;16/09/2021;cuota fija;NOR;Libre disponibilidad;Digital;Lima Moderna;Departamento;360692;1;254000;0.7036;84;12.65;0.5;12.15;4504.19;0.522;50;F;Soltero/a;Dependiente privado;18.8;8629.13;684;7;63633.29;0.6145;4;0;;;33.9;33;5;1;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02150;16/09/2021;cuota mixta;NOR;Consolidación de deudas;Digital;Lima Sur;Local Comercial;263190;0;107000;0.4053;60;13.28;0;13.28;2449.94;0.6327;48;M;Casado/a;Dependiente privado;4.3;3872.05;642;6;12367.61;0.2662;2;0;;;33.9;33;30;10;0;Atraso leve;0;0;0;0;0;0;5;0;0;10;30;24;19;5;0;0;0;0;0;0;0;0;0;5;5;3;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02151;17/09/2021;cuota mixta;NOR;Libre disponibilidad;Digital;Lima Norte;Departamento;704436;1;410000;0.5822;84;10.92;0;10.92;7002.96;2.4127;35;F;Casado/a;Dependiente privado;7;2902.49;811;6;43721.5;1.2553;2;1;;;33.9;33;5;1;0;Atraso leve;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02152;17/09/2021;cuota fija;RYA;Consolidación de deudas;Digital;Piura;Departamento;114118;0;89000;0.7781;36;15.33;0.25;15.08;3088.7;0.7266;48;M;Soltero/a;Dependiente público;18.9;4251.1;643;4;63817.12;1.251;1;0;;;33.9;33;60;15;0;Atraso moderado;0;0;1;0;0;5;0;0;0;0;0;0;60;56;41;41;33;23;23;21;10;1;0;0;0;0;0;0;0;0;5;0;0;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02153;18/09/2021;cuota puente;RYA;Adquisición de activos;Digital;Callao;Oficina;420962;1;336000;0.7993;12;15.53;0.75;14.78;30291.92;13.0408;43;M;Conviviente;Dependiente público;0.7;2322.86;584;3;41593.24;1.4922;0;0;13/09/2022;Cumplimiento de plazo;12;12;60;11;0;Atraso moderado;0;0;10;60;57;53;38;34;21;21;8;5;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02154;18/09/2021;cuota fija;RYA;Consolidación de deudas;Digital;Lima Moderna;Casa;132934;1;89000;0.6672;84;12.46;0.75;11.71;1557.32;0.2356;31;M;Casado/a;Dependiente público;20.2;6611.27;615;7;68556.59;0.8641;4;0;;;33.9;33;30;8;0;Atraso leve;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;30;20;18;12;10;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02155;18/09/2021;cuota puente;NOR;Libre disponibilidad;Digital;Lima Norte;Departamento;671028;1;537000;0.8002;60;16.14;0.5;15.64;12956.3;3.5751;42;M;Conviviente;Independiente formal;15.1;3624.06;627;3;54908.51;1.2626;2;1;;;33.9;33;120;6;0.0909;Deteriorado;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;120;120;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-02156;18/09/2021;cuota puente;RYA;Adquisición de activos;Digital;Arequipa;Departamento;369796;1;306000;0.8273;72;15.01;0;15.01;6472.04;1.1364;53;F;Soltero/a;Independiente informal;5.5;5695.11;690;8;27287.13;0.3993;0;0;;;33.9;33;1;2;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
